id,desc_tr
P1579,Gaz Kelebeği Konum Sensörü Sensörleri Arasında Anlaşmazlık
P1580,Pedal Konumu Otomatik Test Aralığının Dışında
P1581,Pedal Konumu Mevcut Değil
P1582,Pedal Konum Sensörü Sensörler Arasında Anlaşmazlık
P1583,ETC Gücü Talepten Az
P1584,Güç Sınırlama Modunda ETC
P1585,Elektronik Gaz Kelebeği Monitörü PCM'yi Geçersiz Kılma
P1586,Elektronik Gaz Kelebeği Monitörü Arızası
P1587,Elektronik Gaz Kelebeği Monitörü Verileri Mevcuttur
P1588,Elektronik Gaz Kelebeği Monitörü Seyir Devre Dışı Bırakma
P1589,"TCU, IPE Devre Arızasını Algıladı"
P1600,Gaz Kelebeği Kontrol Ünitesi Arızası
P1601,Gaz Kelebeği Kontrol Ünitesi Gaz Kelebeği Konumu Arızası
P1602,Gaz Kelebeği Kontrol Ünitesi Modülasyonlu Komut Arızası
P1603,Gaz Kelebeği Kontrol Ünitesi Geri Dönüş Yayı Kaybını Algıladı
P1604,TCU İstenilen Gaz Kelebeği Açısını Kontrol Edemiyor
P1605,KAM Gücünün Kaybı; Açık Devre
P1606,ECM/TCM Seri İletişim Hatası
P1607,İmmobilizer/ECM İletişim Hatası
P1608,EEPROM Arızası
P1609,Kod Kelimesi Düzenlenmemiş
P1610,Canlı Tutma Bellek Testi Arızası
P1611,ECM Kontrol Rölesi O/P Devresi Arızası
P1612,MIL O/P Devre Arızası
P1613,Dahili ECM Arızası
P1614,Diyagnostik Lamba Sürücüsü Arızası
P1615,SBDS Etkileşimli Kodlar
P1616,SBDS Etkileşimli Kodlar
P1617,SBDS Etkileşimli Kodlar
P1618,SBDS Etkileşimli Kodlar
P1619,SBDS Etkileşimli Kodlar
P1620,SBDS Etkileşimli Kodlar
P1621,SBDS Etkileşimli Kodlar
P1622,SBDS Etkileşimli Kodlar
P1623,SBDS Etkileşimli Kodlar
P1624,SBDS Etkileşimli Kodlar
P1625,SBDS Etkileşimli Kodlar
P1626,Kontrol Modülü Uzun Süreli Bellek Performansı/ İmmobilizer Kod Sözcükleri Eşleşmiyor
P1627,İmmobilizatör Kimliği Eşleşmiyor
P1628,İmmobilizer Kod Kelimesi/Kimlik Numarası Yazma Hatası
P1629,Hırsızlığa Karşı Koruma Sistemi
P1630,B+ VCRM Fan Devresi Arızasına Besleme
P1631,Hırsızlık Caydırıcı Yakıt Etkinleştirme Sinyali Alınmadı/ VCRM Klima Devresine B+ Beslemesi Arızası
P1632,Modül Besleme Gerilimi Aralık Dışında
P1633,Modül Ateşleme Kaynağı Giriş Arızası
P1634,Dahili Voltaj Regülatörü Arızası
P1635,Dahili Vref Arızası
P1636,Hırsızlık Caydırıcı Başlatma Etkinleştirme Sinyali Doğru Değil/ Ana Röle Arızası (Güç Tutma)
P1637,Akıllı Alternatör Arızaları Sensör/Devre Arızası
P1638,KAM Gerilimi Çok Düşük
P1639,Veri Çıkışı Bağlantı Devresi Arızası
P1640,Lastik / Aks Oranı Kabul Edilebilir Aralığın Dışında
P1641,Endüktif İmza Çip İletişim Hatası
P1642,ECM/ABSCM Devresini/Ağ Arızasını Bağlayabilir
P1643,ECM/INSTM Devresini/Ağ Arızasını Bağlayabilir
P1644,Araç Kimlik Bloğu Bozuk veya Programlanmamış
P1645,Güç Aktarma Sistemi DTC'leri Başka Bir Modülde Mevcuttur
P1650,Yakıt Pompası Ana Devre Arızası
P1651,Yakıt Pompası Monitör Devresi Yüksek Girişi
P1652,Yakıt Pompası Monitör Devresi Düşük Girişi
P1653,Yakıt Pompası Hız Kontrol Devresi Arızası
P1654,Yakıt Pompası Direnç Anahtarı Devre Arızası
P1655,PSP Anahtarı Kendi Kendine Test Aralığının Dışında
P1660,PSP Anahtar Giriş Arızası
P1661,IAC Monitörü PSP Anahtarı Arızası Nedeniyle Devre Dışı Bırakıldı
P1662,Servo Direksiyon Çıkış Devresi Arızası
P1663,Devridaim Geçersiz Kılma Devresi Arızası
P1667,Marş Devre Dışı Bırakma Devresi Arızası
P1668,Çıkış Devresi Kontrol Sinyali Yüksek
P1670,Çıkış Devresi Kontrol Sinyali Düşük
P1680,IDM_EN Devre Arızası
P1681,Yakıt Talebi Komut Sinyali Devresi Arızası
P1682,CI Devre Arızası
P1683,PCM - IDM İletişim Hatası
P1684,Elektronik Geri Besleme Sinyali Algılanmadı
P1685,Yağ Pompası Arızasının Ölçülmesi
P1686,Yağ Pompası Arızasının Ölçülmesi
P1687,Yağ Pompası Arızasının Ölçülmesi
P1688,Ölçüm Yağ Pompası Sıcaklık Sensörü Devresi Arızası
P1689,Ölçüm Yağ Pompası Pozisyon Sensörü Devresi Arızası
P1690,Yağ Pompası Ölçümü Adım Motoru Devresi Arızası
P1691,Yağ Pompası Ölçümü Adım Motoru Devresi Arızası
P1692,Yağ Pompası Ölçümü Adım Motoru Devresi Arızası
P1693,Yağ Pompası Ölçümü Adım Motoru Devresi Arızası
P1694,Yağ Basıncı Kontrol Solenoidi Devre Arızası
P1700,Wastegate Solenoid Devre Arızası
P1701,Turbo Basınç Kontrol Solenoidi Devre Arızası
P1702,Turbo Kontrol Solenoid Devresi Arızası
P1703,Turbo Şarj Kontrol Devresi Arızası
P1704,Turbo Şarj Tahliye Devresi Arızası
P1705,İletim Belirsiz Arızası (Nötr Durumda Başarısız)
P1706,Ters Etkileşim Hatası
P1707,TRS Devre Aralıklı Arızası
P1708,Fren Anahtarı Otomatik Test Aralığının Dışında
P1709,"Dijital TRS, KOEO / KOER'de Geçiş Durumlarında Başarısız Oldu"
P1711,KOEO / KOER Sırasında P veya N'de Değil
P1712,Parkta Yüksek Araç Hızı Gözlemlendi
P1713,Transfer Kutusu Nötr Göstergesi Kesin Arıza Mevcut
P1714,Debriyaj Anahtarı Devresi Arızası
P1715,PNP Anahtarı Otomatik Test Aralığının Dışında
P1716,TFT Sensörü Otomatik Test Aralığının Dışında
P1717,Trans Tork Azaltma Talebi Sinyali Arızası
P1718,TFT Sensör Aralık İçi Arızası Düşük Değer
P1720,SSA Endüktif İmza Arızası
P1721,SSB Endüktif İmza Arızası
P1722,SSC Endüktif İmza Arızası
P1723,SSD Endüktif İmza Arızası
P1724,TFT Sensörü Aralık İçi Arızası Yüksek
P1725,Araç Hız (Sayaç) Devresi Arızası
P1726,Dişli 1 Yanlış Oran
P1727,Dişli 2 Yanlış Oran
P1728,Dişli 3 yanlış Oran
P1729,Dişli 4 Yanlış Oran
P1730,Otomatik Test Sırasında Yetersiz Motor Devri Artışı
P1731,Otomatik Test Sırasında Yetersiz Motor Devri Düşüşü
P1732,Sahil Debriyaj Solenoid Endüktif İmza Arızası
P1733,Şanzıman Kayma Hatası
P1734,4x4 Düşük Anahtar Hatası
P1735,Vites Kontrol Arızası 2
P1736,1-2 Vites Arızası
P1737,2-3 Vites Arızası
P1738,3-4 Vites Arızası
P1739,Vites Kontrol Arızası
P1740,Birinci Vites Anahtarı Devre Arızası
P1741,İkinci Vites Anahtarı Devre Arızası
P1742,Kilitleme Solenoid Sistemi
P1743,Vardiya Zamanı Hatası
P1744,Kayma Solenoid Sistemi
P1745,Tork Konvertörü Debriyajı Endüktif İmza Arızası
P1746,Tork Konvertörü Debriyaj Kontrol Hatası
P1747,Tork Konvertörü Debriyaj Solenoid Arızası
P1748,Tork Konvertörü Debriyaj Solenoid Arızası
P1749,Tork Konvertörü Kavrama Sistemi Performansı
P1751,Hat Basıncı Solenoid Sistemi
P1754,"Basınç Kontrol Solenoidi ""A"" Açık Devre"
P1755,"Basınç Kontrol Solenoidi ""A"" Kısa Devre"
P1756,EPC Arızası
P1760,Basınç Kontrol Solenoidi Arızası Düşük
P1761,Vites Değiştirme Solenoidi A Performansı
P1762,Sahil Debriyaj Solenoid Devresi Arızası
P1765,Ara Hız Sensörü (ISS) Arızası
P1767,Vites Değiştirme Solenoidi B Performansı
P1768,"Basınç Kontrol Solenoidi ""A"" Kısa Devre"
P1769,Vites Değiştirme Solenoidi C Performansı
P1770,Overdrive Bandı Başarısız Oldu
P1775,Zamanlama Solenoidi Devre Arızası
P1776,Tork Konvertörü Kavrama Devresi Arızası
P1777,Performans / Normal / Kış Modu Giriş Arızası
P1778,AG4 Şanzıman Torku Modülasyon Arızası
P1779,Debriyaj Solenoid Devresi Arızası
P1780,İletim Sistemi MIL Arızası
P1781,Ateşleme Geciktirme Talebi Süresi Arızası
P1782,Ateşleme Geciktirme Talebi Devre Arızası
P1783,Şanzıman Ters I/P Devresi Arızası
P1784,TCIL Devre Arızası
P1785,Trans Kontrol Anahtarı (O/D İptali) Otomatik Test Aralığının Dışında
P1786,4X4 Anahtar Kendi Kendine Test Aralığının Dışında
P1787,P/ES Devresi Kendi Kendini Test Aralığının Dışında
P1788,Şanzıman Aşırı Sıcaklık Durumu
P1789,Şanzıman Mekanik Arızası - Birinci ve Geri
P1790,Şanzıman Mekanik Arızası - Birinci ve İkinci
P1791,3-2 Vites Küçültme Hatası
P1792,2-1 Vites Küçültme Hatası
P1793,"Basınç Kontrol Solenoidi ""B"" Açık Devre"
P1794,"Basınç Kontrol Solenoidi ""B"" Kısa Devre"
P1795,TP (Mekanik) Devre Arızası
P1796,TP (Elektrik) Devresi Arızası
P1797,Barometre Basınç Devresi Arızası
P1798,Emme Hava Hacmi Devresi Arızası
P1799,Akü Gerilim Devresi Arızası
P1800,Rölanti Anahtarı Devre Arızası
P1801,Kick Down Anahtarı Devre Arızası
P1802,Nötr Anahtar Devresi Arızası
P1803,Soğutucu Sıcaklık Devresi Arızası
P1804,Tutma Anahtarı Devresi Arızası
P1805,Şanzıman Kavraması Ara Kilidi Emniyet Anahtarı Devre Arızası
P1806,Şanzıman Kavraması Ara Kilidi Emniyet Anahtarı Açık Devre
P1807,Şanzıman Kavraması Ara Kilidi Emniyet Şalteri Aküye Kısa Devre
P1808,Şanzıman Kavraması Kilitleme Emniyet Şalteri Şasiye Kısa Devre
P1809,Şanzıman 4 Tekerlekten Çekiş Yüksek Gösterge Devresi Arızası
P1810,Şanzıman 4 Tekerden Çekiş Yüksek Göstergesi Açık Devre
P1811,Şanzıman 4 Tekerlekten Çekiş Yüksek Göstergesi Aküye Kısa Devre
P1812,Şanzıman 4 Tekerlekten Çekiş Yüksek Göstergesi Şasiye Kısa Devre
P1813,Şanzıman 4 Tekerlekten Çekiş Düşük Gösterge Devresi Arızası
P1814,Şanzıman 4 Tekerden Çekiş Düşük Göstergesi Açık Devre
P1815,TFP Valf Konum Anahtarı Devresi/Şanzıman 4 Tekerlekten Çekiş Düşük Göstergesi Aküye Kısa Devre
P1816,Şanzıman 4 Tekerden Çekiş Düşük Göstergesi Şasiye Kısa Devre
P1817,Şanzıman 4 Tekerlekten Çekiş Modu Seçim Devresi Arızası
P1818,Şanzıman 4 Tekerlekten Çekiş Modu Açık Devreyi Seçin
P1819,Şanzıman 4 Tekerlekten Çekiş Modu Seçimi Aküye Kısa Devre
P1820,Şanzıman 4 Tekerlekten Çekiş Modu Seç Şasiye Kısa Devre
P1821,Şanzıman Nötr Emniyet Anahtarı Devre Arızası
P1822,Şanzıman Nötr Emniyet Anahtarı Açık Devre
P1823,Şanzıman Nötr Emniyet Anahtarı Aküye Kısa Devre
P1824,Şanzıman Nötr Güvenlik Anahtarı Şasiye Kısa Devre
P1825,Şanzıman Transfer Kutusu Saat Yönünde Vites Değiştirme Rölesi Bobini Devre Arızası
P1826,Şanzıman Transfer Kutusu Saat Yönünde Vites Değiştirme Rölesi Bobini Açık Devre
P1827,Şanzıman Transfer Kutusu Saat Yönünde Vites Değiştirme Rölesi Bobini Aküye Kısa Devre
P1828,Şanzıman Transfer Kutusu Saat Yönünde Vites Değiştirme Röle Bobini Şasiye Kısa Devre
P1829,Şanzıman 4 Tekerlekten Çekişli Debriyaj Rölesi Devre Arızası
P1830,Şanzıman 4 Tekerlekten Çekişli Debriyaj Rölesi Açık Devre
P1831,Şanzıman 4 Tekerlekten Çekiş Düşük Debriyaj Rölesi Devresi - Akü
P1832,Şanzıman 4 Tekerlekten Çekiş Düşük Debriyaj Röle Devresi Şasiye
P1833,Şanzıman Transfer Kutusu Saat Yönünün Tersine Vites Değiştirme Rölesi Bobini Devre Arızası
P1834,Şanzıman Transfer Kutusu Saat Yönünün Tersine Vites Değiştirme Rölesi Bobini Açık Devre
P1835,Şanzıman Transfer Kutusu Saat Yönünün Tersine Vites Değiştirme Rölesi Bobini Aküye Kısa Devre
P1836,Şanzıman Transfer Kutusu Saat Yönünün Tersine Vites Değiştirme Rölesi Bobini Şasiye Kısa Devre
P1837,Şanzıman Transfer Kutusu Diferansiyel Kilitleme Solenoidi Devre Arızası
P1838,Şanzıman Transfer Kutusu Diferansiyel Kilitleme Solenoidi Açık Devre
P1839,Şanzıman Transfer Kutusu Diferansiyel Kilitleme Solenoidi Aküye Kısa Devre
P1840,Şanzıman Transfer Kutusu Diferansiyel Kilitleme Solenoidi Şasiye Kısa Devre
P1841,Şanzıman Transfer Kutusu Ön Şaft Hız Sensörü Devre Arızası
P1842,Şanzıman Transfer Kutusu Arka Şaft Hız Sensörü Devre Arızası
P1843,Şanzıman Transfer Kutusu Vites Motoru Devre Arızası
P1844,Şanzıman Transfer Kutusu Vites Motoru Açık Devre
P1845,Şanzıman Transfer Kutusu Vites Motoru Aküye Kısa Devre
P1846,Şanzıman Transfer Kutusu Vites Motoru Şasiye Kısa Devre
P1847,Şanzıman Transfer Kutusu Diferansiyel Kilitleme Geri Besleme Anahtarı Devre Arızası
P1848,Şanzıman Transfer Kutusu Diferansiyel Kilitleme Geri Besleme Anahtarı Açık Devre
P1849,Şanzıman Transfer Kutusu Diferansiyel Kilitleme Geri Besleme Anahtarı Aküye Kısa Devre
P1850,Şanzıman Transfer Kutusu Diferansiyel Kilitleme Geri Besleme Anahtarı Şasiye Kısa Devre
P1867,Şanzıman Transfer Kutusu Kontak Plakası Güç Devresi Arızası
P1868,Şanzıman Transfer Kutusu Kontak Plakası Gücü Açık Devre
P1869,Şanzıman Transfer Kutusu Temas Plakası Gücü Aküye Kısa Devre
P1870,Şanzıman Transfer Kutusu Temas Plakası Gücü Şasiye Kısa Devre
P1871,Şanzıman Transfer Kutusu Sistemiyle İlgili Sorun - Servis Gerekli
P1872,Şanzıman Transfer Kutusu Temas Plakası Genel Devre Arızası
P1873,Şanzıman Otomatik 4 Tekerden Çekiş Gösterge (Lamba) Devre Arızası
P1874,Şanzıman Otomatik 4 Tekerden Çekiş Gösterge (Lamba) Devresi Aküye Kısa Devre
P1875,Şanzıman Bileşeni Kayması/Şanzıman Mekanik Transfer Kutusu 4x4 Anahtar Devre Arızası
P1876,Şanzıman Mekanik Transfer Kutusu 4x4 Anahtar Devresi Aküye Kısa Devre
P1877,Şanzıman Mekanik 4 Tekerlekten Çekiş Aksı Kilit Lambası Devre Arızası
P1878,Şanzıman Mekanik 4 Tekerlekten Çekiş Aksı Kilit Lambası Devresi Aküye Kısa Devre
P1879,Şanzıman Otomatik Hall Etkisi Sensörü Güç Devresi Arızası
P1880,Şanzıman Otomatik Hall Etkisi Sensörü Güç Devresi Aküye Kısa Devre / 4WD Düşük Anahtar Devresi Elektriksel
P1881,Şanzıman Transfer Kutusu 2 Tekerlekli Tahrik Solenoidi Devre Arızası
P1882,Şanzıman Transfer Kutusu 2 Tekerlekli Tahrik Solenoidi Devresi Aküye Kısa Devre
P1883,Şanzıman Transfer Kutusu Ayrılmış Solenoid Devre Arızası
P1884,Şanzıman Transfer Kutusu Ayrılmış Solenoid Açık Devre
P1885,Şanzıman Transfer Kutusu Ayrılmış Solenoid Aküye Kısa Devre
P1886,Motor Soğutucu Seviye Şalteri Devre Arızası
P1890,Motor Soğutma Sıvısı Seviye Şalteri Devresi Şasiye Kısa Devre
P1891,Motor Soğutucu Seviye Şalteri Devre Arızası
P1900,Motor Soğutucu Seviyesi Lambası Devresi Şasiye Kısa Devre
P1901,Şanzıman Transfer Kutusu Devre Dışı Solenoid Şasiye Kısa Devre
P1902,4X4 Başlatma Hatası
P1903,Şanzıman 4WD Modu Seçimi Dönüş Giriş Devresi Arızası
P1904,Şanzıman Transfer Kutusu Temas Plakası Şasi Dönüşü Açık Devre
P1905,OSS Devre Aralıklı Arızası
P1906,TSS Devre Aralıklı Arızası
P1907,"Basınç Kontrol Solenoidi ""B"" Aralıklı Kısa"
P1908,"Basınç Kontrol Solenoidi ""C"" Kısa Devre"
P1909,"Basınç Kontrol Solenoidi ""C"" Açık Devre"
P1910,"Basınç Kontrol Solenoidi ""C"" Aralıklı Kısa"
P1911,Kickdown Çekme Rölesi Açık veya Şasiye Kısa Devre
P1912,Kickdown Tutma Rölesi Açık veya Şasiye Kısa Devre
P1913,Şanzıman Basınç Devresi Solenoidi Açık veya Şasiye Kısa Devre
P1914,Trans Sıcaklık Sensörü Devresi Açık veya Pwr veya Gnd'ye Kısa Devre Yaptı
P1915,VFS A Basınç Çıkışı Arızalı Düşük
P1916,VFS B Basınç Çıkışı Arızalı Düşük
P1917,VFS C Basınç Çıkışı Arızalı Düşük
P1918,Basınç Anahtarı A Devresi Arızası
B1200,İklim Kontrol Düğmesi Devre Arızası
B1201,Yakıt Gönderici Devre Arızası
B1202,Yakıt Gönderici Devresi Açık
B1203,Yakıt Gönderici Devresi Aküye Kısa Devre
B1204,Yakıt Gönderici Devresi Şasiye Kısa Devre
B1205,EIC Anahtarı-1 Tertibatı Devre Arızası
B1206,EIC Anahtarı-1 Montaj Devresi Açık
B1207,EIC Anahtarı-1 Montaj Devresi Aküye Kısa Devre
B1208,EIC Anahtarı-1 Montaj Devresi Şasiye Kısa Devre
B1209,EIC Anahtarı-2 Tertibatı Devre Arızası
B1210,EIC Anahtarı-2 Montaj Devresi Açık
B1211,EIC Anahtarı-2 Montaj Devresi Aküye Kısa Devre
B1212,EIC Anahtarı-2 Montaj Devresi Şasiye Kısa Devre
B1213,Hırsızlığa Karşı Programlanan Anahtar Sayısı Minimumun Altında
B1214,Çalıştırma Kartı Lambası Devre Arızası
B1215,Çalıştırma Kartı Lamba Devresi Aküye Kısa Devre
B1216,Acil Durum ve Yol Kenarı Yardım Anahtarı Devresi Şasiye Kısa Devre
B1217,Korna Rölesi Bobini Devre Arızası
B1218,Korna Rölesi Bobini Devresi Vbatt'a Kısa Devre
B1219,Yakıt Deposu Basınç Sensörü Devre Arızası
B1220,Yakıt Deposu Basınç Sensörü Devresi Açık
B1222,Yakıt Sıcaklık Sensörü #1 Devre Arızası
B1223,Yakıt Sıcaklık Sensörü #1 Devresi Açık
B1224,Yakıt Sıcaklık Sensörü #1 Devresi Aküye Kısa Devre
B1225,Yakıt Sıcaklık Sensörü #1 Devresi Şasiye Kısa Devre
B1226,Yakıt Sıcaklık Sensörü #2 Devre Arızası
B1227,Yakıt Sıcaklık Sensörü #2 Devresi Açık
B1228,Yakıt Sıcaklık Sensörü #2 Devresi Aküye Kısa Devre
B1229,Yakıt Sıcaklık Sensörü #2 Devresi Şasiye Kısa Devre
B1231,Boyuna Hızlanma Eşiği Aşıldı
B1232,Üreticiyi Gör
B1233,Cam Kırılma Sensörü Arızası
B1234,Ayna Anahtarı Geçersiz Kod
B1235,Pencere Geri Bildirim Hatası
B1236,Pencere Geri Bildirimi Sinyal Kaybı
B1237,Pencere Geri Bildirimi Aralık Dışında
B1238,Aşırı Sıcaklık Arızası
B1239,Hava Akışı Karışım Kapısı Sürücüsü Devre Arızası
B1240,Silecek Yıkayıcı Arka Pompa Rölesi Devre Arızası
B1241,Silecek Yıkayıcı Arka Pompa Röle Devresi Aküye Kısa Devre
B1242,Hava Akışı Devridaim Kapısı Sürücü Devresi Arızası
B1243,Ekspres Cam Aşağı Anahtarı Devresi Aküye Kısa Devre
B1244,Silecek Arka Motor Çalıştırma Rölesi Devre Arızası
B1245,Silecek Arka Motor Çalıştırma Rölesi Devresi Aküye Kısa Devre
B1246,Dim Panel Potansiyometre Anahtarı Devre Arızası
B1247,Panel Dim Anahtarı Devresi Açık
B1249,Karışım Kapısı Arızası
B1250,Hava Sıcaklığı Dahili Sensör Devre Arızası
B1251,Hava Sıcaklığı Dahili Sensör Devresi Açık
B1252,Hava Sıcaklığı Dahili Sensör Devresi Aküye Kısa Devre
B1253,Hava Sıcaklığı Dahili Sensör Devresi Şasiye Kısa Devre
B1254,Hava Sıcaklığı Harici Sensör Devre Arızası
B1255,Hava Sıcaklığı Harici Sensör Devresi Açık
B1256,Hava Sıcaklığı Harici Sensör Devresi Aküye Kısa Devre
B1257,Hava Sıcaklığı Harici Sensör Devresi Şasiye Kısa Devre
B1258,Güneş Radyasyonu Sensörü Devre Arızası
B1259,Güneş Radyasyonu Sensörü Devresi Açık
B1260,Güneş Radyasyonu Sensörü Devresi Aküye Kısa Devre
B1261,Güneş Radyasyonu Sensörü Devresi Şasiye Kısa Devre
B1262,Servo Motor Buz Çözme Devre Arızası
B1263,Servo Motor Havalandırma Devresi Arızası
B1264,Servo Motor Ayak Devresi Arızası
B1265,Servo Motor Coolair Bypass Devre Arızası
B1266,Servo Motor Hava Girişi Sol Devre Arızası
B1267,Servo Motor Hava Girişi Sağ Devre Arızası
B1268,Servo Motor Potansiyometresi Buz Çözme Devresi Arızası
B1269,Servo Motor Potansiyometresi Buz Çözme Devresi Açık
B1270,Servo Motor Potansiyometresi Buz Çözme Devresi Aküye Kısa Devre
B1271,Servo Motor Potansiyometresi Buz Çözme Devresi Şasiye Kısa Devre
B1272,Servo Motor Potansiyometresi Havalandırma Devresi Arızası
B1273,Servo Motor Potansiyometresi Havalandırma Devresi Açık
B1274,Servo Motor Potansiyometresi Havalandırma Devresi Aküye Kısa Devre
B1275,Servo Motor Potansiyometresi Havalandırma Devresi Şasiye Kısa Devre
B1276,Servo Motor Potansiyometre Ayak Devresi Arızası
B1277,Servo Motor Potansiyometre Ayak Devresi Açık
B1278,Servo Motor Potansiyometre Ayak Devresi Aküye Kısa Devre
B1279,Servo Motor Potansiyometre Ayak Devresi Şasiye Kısa Devre
B1280,Servo Motor Potansiyometresi Coolair Devre Arızası
B1281,Servo Motor Potansiyometresi Coolair Devresi Açık
B1282,Servo Motor Potansiyometresi Coolair Devresi Aküye Kısa Devre
B1283,Servo Motor Potansiyometresi Coolair Devresi Şasiye Kısa Devre
B1284,Servo Motor Potansiyometresi Hava Girişi Sol Devre Arızası
B1285,Servo Motor Potansiyometresi Hava Girişi Sol Devre Açık
B1286,Servo Motor Potansiyometresi Hava Girişi Sol Devre Aküye Kısa Devre
B1287,Servo Motor Potansiyometresi Hava Girişi Sol Devre Şasiye Kısa Devre
B1288,Servo Motor Potansiyometresi Hava Girişi Sağ Devre Arızası
B1289,Servo Motor Potansiyometresi Hava Girişi Sağ Devre Açık
B1290,Servo Motor Potansiyometresi Hava Girişi Sağ Devre Aküye Kısa Devre
B1291,Servo Motor Potansiyometresi Hava Girişi Sağ Devre Şasiye Kısa Devre
B1292,Akü Güç Rölesi Devre Arızası
B1293,Akü Güç Rölesi Devresi Açık
B1294,Akü Güç Rölesi Devresi Aküye Kısa Devre
B1295,Akü Güç Rölesi Devresi Şasiye Kısa Devre
B1296,Güç Kaynağı Sensörü Devre Arızası
B1297,Güç Kaynağı Sensörü Devresi Açık
B1298,Güç Kaynağı Sensörü Devresi Aküye Kısa Devre
B1299,Güç Kaynağı Sensörü Devresi Şasiye Kısa Devre
B1300,Elektrikli Kapı Kilidi Devre Arızası
B1301,Elektrikli Kapı Kilidi Devresi Açık
B1302,Aksesuar Geciktirme Rölesi Bobini Devre Arızası
B1303,Aksesuar Geciktirme Rölesi Bobini Devresi Açık
B1304,Aksesuar Geciktirme Rölesi Bobini Devresi Aküye Kısa Devre
B1305,Aksesuar Geciktirme Rölesi Bobini Devresi Şasiye Kısa Devre
B1306,Yağ Seviye Anahtarı Devresi Açık
B1307,Yağ Seviye Anahtarı Devresi Aküye Kısa Devre
B1308,Yağ Seviye Şalteri Devresi Şasiye Kısa Devre
B1309,Elektrikli Kapı Kilidi Devresi Şasiye Kısa Devre
B1310,Elektrikli Kapı Kilit Açma Devresi Arızası
B1311,Elektrikli Kapı Kilit Açma Devresi Açık
B1312,Lamba Ön Far Giriş Devresi Aküye Kısa Devre
B1313,Akü Tasarruf Rölesi Bobini Devre Arızası
B1314,Akü Tasarrufu Rölesi Bobini Devresi Açık
B1315,Akü Tasarrufu Rölesi Bobini Devresi Aküye Kısa Devre
B1316,Akü Tasarruf Rölesi Bobini Devresi Şasiye Kısa Devre
B1317,Akü Gerilimi Yüksek
B1318,Akü Gerilimi Düşük
B1319,Sürücü Kapısı Aralık Devre Arızası
B1320,Sürücü Kapısı Aralık Devresi Açık
B1321,Sürücü Kapısı Aralık Devresi Aküye Kısa Devre
B1322,Sürücü Kapısı Aralık Devresi Şasiye Kısa Devre
B1323,Kapı Aralık Lambası Devre Arızası
B1324,Kapı Aralık Lambası Devresi Açık
B1325,Kapı Aralık Lambası Devresi Aküye Kısa Devre
B1326,Kapı Aralık Lambası Devresi Şasiye Kısa Devre
B1327,Yolcu Kapısı Aralık Devre Arızası
B1328,Yolcu Kapısı Aralık Devresi Açık
B1329,Yolcu Kapısı Aralık Devresi Aküye Kısa Devre
B1330,Yolcu Kapısı Aralık Devresi Şasiye Kısa Devre
B1331,Güverte Kapağı Aralık Arka Kapı Devre Arızası
B1332,Güverte Kapağı Aralık Arka Kapı Devresi Açık
B1333,Güverte Kapağı Aralık Arka Kapı Devresi Aküye Kısa Devre
B1334,Güvertesi Aralıklı Arka Kapı Devresi Şasiye Kısa Devre
B1335,Kapı Aralık RR Devre Arızası
B1336,Kapı Aralık Sağdan Devre Açık
B1337,Kapı Açık Sağ Arka Devre Aküye Kısa Devre
B1338,Kapı Açık RR Devre Şasiye Kısa Devre
B1339,Zil Girişi Talebi Devresi Aküye Kısa Devre
B1340,Zil Girişi Talebi Devresi Şasiye Kısa Devre
B1341,Elektrikli Kapı Kilit Açma Devresi Şasiye Kısa Devre
B1342,ECU Arızalı
B1343,Isıtmalı Arkadan Aydınlatmalı Giriş Devresi Arızası
B1344,Isıtmalı Arkadan Aydınlatmalı Giriş Devresi Açık
B1345,Isıtmalı Arkadan Aydınlatmalı Giriş Devresi Şasiye Kısa Devre
B1346,Isıtmalı Arkadan Aydınlatmalı Giriş Devresi Aküye Kısa Devre
B1347,Isıtmalı Arkadan Aydınlatmalı Röle Devre Arızası
B1348,Isıtmalı Arkadan Aydınlatmalı Röle Devresi Açık
B1349,Isıtmalı Arkadan Aydınlatmalı Röle Aküye Kısa Devre
B1350,Isıtmalı Arkadan Aydınlatmalı Röle Şasiye Kısa Devre
B1351,Kontak Anahtarı Devresi Aküye Kısa Devre
B1352,Kontak Anahtarı Devre Arızası
B1353,Kontak Anahtarı Devresi Açık
B1354,Kontak Anahtarı Devresi Şasiye Kısa Devre
B1355,Ateşleme Çalıştırma Devresi Arızası
B1356,Ateşleme Çalıştırma Devresi Açık
B1357,Ateşleme Çalıştırma Devresi Aküye Kısa Devre
B1358,Ateşleme Çalıştırma Devresi Şasiye Kısa Devre
B1359,Kontak Çalıştırma/Hızlanma Devre Arızası
B1360,Kontak Çalıştırma/Hızlanma Devresi Açık
B1361,Ateşleme Çalıştırma/Hızlanma Devresi Aküye Kısa Devre
B1362,Kontak Çalıştırma/Hızlanma Devresi Şasiye Kısa Devre
B1363,Kontak Başlatma Devresi Arızası
B1364,Kontak Başlatma Devresi Açık
B1365,Kontak Başlatma Devresi Aküye Kısa Devre
B1366,Kontak Başlatma Devresi Şasiye Kısa Devre
B1367,Ateşleme Takozu Devre Arızası
B1368,Ateşleme Takozu Devresi Açık
B1369,Ateşleme Takozu Devresi Aküye Kısa Devre
B1370,Ateşleme Takozu Devresi Şasiye Kısa Devre
B1371,Işıklı Giriş Rölesi Devre Arızası
